Player,Cost,Sel.%,Form,Pts.,RP
TonaliNewcastleMID,5.4,1.30%,3.8,20,6
HumeSunderlandDEF,4.5,0.30%,4.5,25,6
MukieleSunderlandDEF,4,1.60%,6,24,6
DigneAston VillaDEF,4.5,1.90%,3,20,5
RogersAston VillaMID,6.9,5.80%,3,17,5
MintehBrightonMID,5.9,1.90%,6,29,5
KamadaCrystal PalaceMID,5,0.10%,4,16,5
ChiesaLiverpoolMID,6.4,0.30%,1.8,14,5
SzoboszlaiLiverpoolMID,6.5,3.90%,5.5,26,5
AndréWolvesMID,5.4,0.10%,2.2,14,5
J.AriasWolvesMID,5.2,0.20%,2.2,11,5
ØdegaardArsenalMID,7.9,1.80%,1.5,12,4
CullenBurnleyMID,5,2.00%,3.2,31,4
FlorentinoBurnleyMID,5,0.00%,2.7,8,4
ChristieBournemouthMID,5,0.10%,1.5,7,4
SchadeBrentfordMID,7,0.50%,3.2,17,4
GrudaBrightonMID,5.4,0.10%,3.8,17,4
LacroixCrystal PalaceDEF,5.1,4.00%,5.8,34,4
MitchellCrystal PalaceDEF,5,2.20%,6,34,4
RichardsCrystal PalaceDEF,4.5,2.70%,5.5,30,4
NketiahCrystal PalaceFWD,5.4,0.20%,1.2,5,4
LukićFulhamMID,5,0.10%,3,17,4
AaronsonLeedsMID,5.4,0.10%,3,14,4
P.M.SarrSpursMID,5,2.50%,3.5,23,4
MunetsiWolvesMID,5.4,0.00%,2.5,14,4
MartinezAston VillaGKP,5,2.00%,3,14,3
HartmanBurnleyDEF,4,0.50%,2.5,17,3
PetrovićBournemouthGKP,4.5,5.60%,4,24,3
TruffertBournemouthDEF,4.5,1.90%,5.2,27,3
DiakitéBournemouthDEF,4.5,0.50%,3.5,24,3
Van HeckeBrightonDEF,4.4,0.80%,2,11,3
WiefferBrightonMID,4.9,0.10%,1,11,3
JamesChelseaDEF,5.4,4.40%,2.2,15,3
EstêvãoChelseaMID,6.5,1.90%,1.8,12,3
HendersonCrystal PalaceGKP,5,7.80%,4.2,25,3
WhartonCrystal PalaceMID,5,0.40%,2.8,16,3
YeremyCrystal PalaceMID,5.9,0.10%,2,8,3
AndersenFulhamDEF,4.5,4.20%,5,26,3
CastagneFulhamDEF,4.4,0.10%,0.8,6,3
BogleLeedsDEF,4.5,0.20%,3.8,20,3
StruijkLeedsDEF,4.5,0.40%,3.8,23,3
KonatéLiverpoolDEF,5.5,3.50%,5.5,23,3
De LigtMan UtdDEF,5,2.80%,1.8,18,3
BotmanNewcastleDEF,4.9,0.50%,5,20,3
GordonNewcastleMID,7.4,1.10%,0.8,4,3
J.MurphyNewcastleMID,6.2,1.10%,3.8,16,3
JoelintonNewcastleMID,5.9,0.30%,1.5,10,3
AndersonNott'm ForestMID,5.5,4.50%,3.2,21,3
E.Le FéeSunderlandMID,4.9,0.40%,4,18,3
TalbiSunderlandMID,5,0.30%,2.8,19,3
RayaArsenalGKP,5.6,25.70%,3,28,2
J.TimberArsenalDEF,5.8,14.40%,3.2,37,2
SakaArsenalMID,9.8,5.60%,0.8,12,2
TrossardArsenalMID,6.9,0.30%,2,9,2
ZubimendiArsenalMID,5.5,4.30%,5.2,29,2
EzeArsenalMID,7.5,12.60%,3.2,16,2
GyökeresArsenalFWD,9,25.80%,2.8,24,2
CashAston VillaDEF,4.6,5.30%,4.2,27,2
KonsaAston VillaDEF,4.5,11.30%,2.8,14,2
BogardeAston VillaDEF,4,0.70%,3.2,13,2
GuessandAston VillaMID,6.3,0.00%,1.8,8,2
LaurentBurnleyMID,4.9,0.00%,1.5,9,2
TchaounaBurnleyMID,4.9,0.00%,2.5,12,2
FosterBurnleyFWD,5,2.10%,4,20,2
AdamsBournemouthMID,5,0.40%,2.5,16,2
EvanilsonBournemouthFWD,7,3.40%,4.2,20,2
KayodeBrentfordDEF,4.5,0.40%,1.5,17,2
Van den BergBrentfordDEF,4.5,0.70%,1.8,18,2
HickeyBrentfordDEF,4,0.40%,0.8,4,2
O.DangoBrentfordMID,6,0.60%,1.5,19,2
DamsgaardBrentfordMID,5.9,0.70%,3,17,2
VerbruggenBrightonGKP,4.4,4.70%,1.8,10,2
F.KadıoğluBrightonDEF,4.4,0.10%,1.8,7,2
MitomaBrightonMID,6.4,4.40%,4,20,2
GeorginioBrightonMID,5.8,0.50%,2.2,15,2
AyariBrightonMID,4.9,0.30%,3.2,18,2
BalebaBrightonMID,4.8,2.50%,1,8,2
GomezBrightonMID,4.9,0.10%,1,5,2
HatoChelseaDEF,4.8,0.20%,0.5,2,2
NetoChelseaMID,7,4.40%,2,18,2
CaicedoChelseaMID,5.7,12.00%,5.5,35,2
João PedroChelseaFWD,7.8,66.60%,5,37,2
MuñozCrystal PalaceDEF,5.6,12.50%,4.5,28,2
MatetaCrystal PalaceFWD,7.5,9.90%,3.8,18,2
IwobiFulhamMID,6.5,1.80%,4.8,28,2
AdamaFulhamMID,5.3,0.20%,1,5,2
SessegnonFulhamMID,5.4,0.00%,3,14,2
BergeFulhamMID,5,0.10%,2.5,14,2
DarlowLeedsGKP,4,2.50%,2,8,2
StachLeedsMID,5,2.90%,5.2,31,2
OkaforLeedsMID,5.5,0.10%,3,13,2
Calvert-LewinLeedsFWD,5.5,0.80%,4,16,2
A.BeckerLiverpoolGKP,5.5,10.50%,4.5,20,2
VirgilLiverpoolDEF,6.1,29.60%,5.5,28,2
M.SalahLiverpoolMID,14.5,46.20%,4.8,32,2
WirtzLiverpoolMID,8.2,11.10%,2,12,2
Mac AllisterLiverpoolMID,6.4,1.40%,2,13,2
IsakLiverpoolFWD,10.6,12.00%,0.8,3,2
DonnarummaMan CityGKP,5.6,7.70%,3,9,2
GvardiolMan CityDEF,5.8,5.00%,3,12,2
RúbenMan CityDEF,5.5,4.30%,2.8,18,2
O’ReillyMan CityDEF,4.9,0.60%,3.8,15,2
SavinhoMan CityMID,6.9,0.40%,1,4,2
N.GonzalezMan CityMID,5.9,0.10%,1,8,2
ReijndersMan CityMID,5.8,34.20%,4,28,2
BayindirMan UtdGKP,5,0.40%,1.8,11,2
MbeumoMan UtdMID,8.1,15.10%,4.2,21,2
CunhaMan UtdMID,8,4.30%,1,8,2
UgarteMan UtdMID,4.9,0.10%,1.8,9,2
PopeNewcastleGKP,5,7.20%,5.2,34,2
Bruno G.NewcastleMID,6.5,2.10%,1.8,16,2
SelsNott'm ForestGKP,4.9,12.30%,2,12,2
ZinchenkoNott'm ForestDEF,4.9,0.40%,1,4,2
MoratoNott'm ForestDEF,4.4,0.10%,1,4,2
BakwaNott'm ForestMID,6,0.00%,1.3,4,2
WoodNott'm ForestFWD,7.5,16.50%,1.8,22,2
SadikiSunderlandMID,5,0.10%,2,13,2
IsidorSunderlandFWD,5.6,2.80%,5.2,27,2
VicarioSpursGKP,5.1,12.30%,3.5,32,2
RomeroSpursDEF,5.1,7.50%,4.5,31,2
SpenceSpursDEF,4.5,2.30%,2.2,21,2
UdogieSpursDEF,4.4,0.60%,1.2,5,2
Van de VenSpursDEF,4.8,34.40%,4.5,30,2
KudusSpursMID,6.7,32.10%,3.5,27,2
BentancurSpursMID,5.4,0.10%,1.5,10,2
RicharlisonSpursFWD,6.8,17.40%,3.5,31,2
JohnstoneWolvesGKP,4.5,0.10%,1.2,5,2
H.BuenoWolvesDEF,4.4,0.10%,2,9,2
KrejčíWolvesDEF,4.5,0.00%,2.5,10,2
GomesWolvesMID,5.4,0.10%,2.8,14,2
Strand LarsenWolvesFWD,6.4,1.40%,0.8,7,2
SalibaArsenalDEF,6,12.50%,1,19,1
CalafioriArsenalDEF,5.7,14.70%,2.5,36,1
Lewis-SkellyArsenalDEF,5.3,2.00%,0.5,3,1
MosqueraArsenalDEF,5.4,0.20%,2.8,12,1
MartinelliArsenalMID,6.9,1.10%,3,13,1
MingsAston VillaDEF,4.5,1.60%,3.8,23,1
PauAston VillaDEF,4.4,0.30%,0.5,4,1
LindelöfAston VillaDEF,4.5,0.00%,0.7,2,1
MalenAston VillaMID,5.1,0.60%,1.2,7,1
KamaraAston VillaMID,4.9,0.10%,1.8,10,1
ElliottAston VillaMID,5.4,0.50%,0.8,4,1
DúbravkaBurnleyGKP,4,34.40%,2.5,18,1
Bruun LarsenBurnleyMID,5.3,0.00%,1.5,10,1
HannibalBurnleyMID,5,0.10%,1.2,12,1
UgochukwuBurnleyMID,5,0.00%,0.5,6,1
BrojaBurnleyFWD,5.3,0.10%,0.5,2,1
KluivertBournemouthMID,7,0.80%,1,5,1
TavernierBournemouthMID,5.5,1.50%,2.2,24,1
BrooksBournemouthMID,5,0.40%,2.2,16,1
ScottBournemouthMID,5,0.30%,4,20,1
Gannon-DoakBournemouthMID,4.9,0.00%,0.2,1,1
AdliBournemouthMID,5.5,0.00%,1,5,1
CollinsBrentfordDEF,5,1.30%,1.8,16,1
Lewis-PotterBrentfordDEF,5,0.40%,2.2,16,1
HenryBrentfordDEF,4.4,0.10%,0.5,4,1
JaneltBrentfordMID,4.9,0.00%,0.5,2,1
OnyekaBrentfordMID,5,0.10%,1.2,10,1
DunkBrightonDEF,4.5,1.20%,2.8,14,1
TzimasBrightonFWD,5.4,0.10%,0.5,2,1
SánchezChelseaGKP,4.9,16.60%,1.5,17,1
LaviaChelseaMID,4.9,0.00%,0.2,1,1
Andrey SantosChelseaMID,4.5,0.40%,0.8,5,1
HughesCrystal PalaceMID,4.9,0.10%,2,11,1
LermaCrystal PalaceMID,4.9,0.10%,1.2,7,1
DevennyCrystal PalaceMID,4.5,1.30%,1,7,1
LenoFulhamGKP,5,1.50%,3,18,1
RobinsonFulhamDEF,5,0.80%,0.5,3,1
Smith RoweFulhamMID,5.8,0.60%,1,11,1
WilsonFulhamMID,5.3,0.40%,3,18,1
KingFulhamMID,4.5,3.90%,1.2,9,1
ChukwuezeFulhamMID,5.5,0.00%,0.3,1,1
KevinFulhamMID,6,0.10%,0.7,2,1
GudmundssonLeedsDEF,4,5.80%,3.5,22,1
HarrisonLeedsMID,5.3,0.10%,1,5,1
AmpaduLeedsMID,4.9,0.10%,2.2,12,1
TanakaLeedsMID,4.9,0.10%,0.5,6,1
NmechaLeedsFWD,5,0.80%,1.2,11,1
FrimpongLiverpoolDEF,5.9,8.00%,1.2,6,1
KerkezLiverpoolDEF,5.9,4.80%,2.8,12,1
BradleyLiverpoolDEF,5,0.10%,0.8,3,1
GakpoLiverpoolMID,7.6,14.10%,2.2,26,1
C.JonesLiverpoolMID,5.4,0.10%,1.5,9,1
NgumohaLiverpoolMID,4.5,0.60%,0.5,8,1
AkéMan CityDEF,5.4,0.70%,0.8,4,1
LewisMan CityDEF,5,2.40%,0.5,14,1
FodenMan CityMID,8.1,6.00%,4,17,1
BernardoMan CityMID,6.4,0.60%,2.5,14,1
BobbMan CityMID,5.5,0.40%,1,12,1
DalotMan UtdDEF,4.4,1.00%,1.2,7,1
MaguireMan UtdDEF,4.4,0.70%,3.2,15,1
ShawMan UtdDEF,4.5,0.30%,1.2,9,1
YoroMan UtdDEF,4.5,2.10%,1,14,1
MountMan UtdMID,5.9,0.20%,0.8,8,1
MainooMan UtdMID,4.8,0.50%,1,4,1
ZirkzeeMan UtdFWD,5.9,0.40%,0.8,3,1
ThiawNewcastleDEF,4.9,0.20%,2,9,1
ElangaNewcastleMID,6.9,5.20%,1,9,1
BarnesNewcastleMID,6.5,0.60%,1.5,11,1
OsulaNewcastleFWD,5.5,0.40%,1.2,11,1
MilenkovićNott'm ForestDEF,5.4,6.30%,1.2,9,1
N.WilliamsNott'm ForestDEF,4.9,5.80%,3,15,1
McAteeNott'm ForestMID,5.3,0.10%,0.8,4,1
Gibbs-WhiteNott'm ForestMID,7.5,4.40%,1.8,14,1
Hudson-OdoiNott'm ForestMID,6,1.30%,1.2,17,1
NdoyeNott'm ForestMID,6,2.70%,1.5,22,1
HutchinsonNott'm ForestMID,5.5,0.00%,0.5,3,1
Igor JesusNott'm ForestFWD,5.8,0.80%,0.8,5,1
KalimuendoNott'm ForestFWD,6,0.10%,1,5,1
BallardSunderlandDEF,4.6,2.50%,0.5,20,1
GeertruidaSunderlandDEF,4.5,0.00%,1,3,1
AdingraSunderlandMID,5.3,0.80%,1.2,12,1
RiggSunderlandMID,4.8,0.00%,0.8,4,1
TraoréSunderlandMID,5.5,0.00%,0.3,1,1
BrobbeySunderlandFWD,5.5,0.10%,0.7,2,1
Pedro PorroSpursDEF,5.6,22.90%,3,23,1
JohnsonSpursMID,7,5.60%,1,21,1
TelSpursMID,6.3,0.10%,1.2,6,1
BergvallSpursMID,5.4,0.70%,4.2,21,1
OdobertSpursMID,5.3,0.00%,1.2,7,1
XaviSpursMID,7.1,3.80%,2.7,8,1
AgbadouWolvesDEF,4.5,0.30%,2.2,13,1
TotiWolvesDEF,4.4,0.10%,1.8,5,1
TchatchouaWolvesDEF,4.5,0.00%,1,5,1
Hee ChanWolvesMID,5.9,0.20%,2.5,12,1
BellegardeWolvesMID,5.3,0.10%,1,7,1
ToluWolvesFWD,5.5,0.10%,1.7,5,1
